food,category,country,region,year,imports,exports,production,consumption,yield
Sugar (Beet & Cane),SPECIAL,Congo (Brazzaville),SUB_SAHARAN,1981,25000,20000,12000,17000,2
Corn,GRAIN,Congo (Kinshasa),SUB_SAHARAN,1981,666000,0,110000,776000,2
Millet,GRAIN,Congo (Kinshasa),SUB_SAHARAN,1981,50000,0,0,50000,2
Rice,GRAIN,Congo (Kinshasa),SUB_SAHARAN,1981,163000,8000,43000,198000,2
Wheat,GRAIN,Congo (Kinshasa),SUB_SAHARAN,1981,5000,66000,221000,160000,2
Palm Kernel Meal,OIL,Congo (Kinshasa),SUB_SAHARAN,1981,54400,0,0,54400,2
Palm Kernel Oil,OIL,Congo (Kinshasa),SUB_SAHARAN,1981,12444,0,0,12444,2
Palm Oil,OIL,Congo (Kinshasa),SUB_SAHARAN,1981,175000,4000,0,171000,2
Peanut Meal,OIL,Congo (Kinshasa),SUB_SAHARAN,1981,322600,0,0,322600,2
Peanut Oil,OIL,Congo (Kinshasa),SUB_SAHARAN,1981,101501,0,0,101501,2
Coffee,SPECIAL,Congo (Kinshasa),SUB_SAHARAN,1981,171000,182400,39600,28200,2
Sugar (Beet & Cane),SPECIAL,Congo (Kinshasa),SUB_SAHARAN,1981,60000,0,15000,75000,2
Corn,GRAIN,Costa Rica,MIDDLE_AMERICA,1981,82000,3000,38000,117000,2
Rice,GRAIN,Costa Rica,MIDDLE_AMERICA,1981,127000,16000,16000,127000,2
Sorghum,GRAIN,Costa Rica,MIDDLE_AMERICA,1981,30000,4000,65000,91000,2
Wheat,GRAIN,Costa Rica,MIDDLE_AMERICA,1981,0,25000,115000,90000,2
Beef,MEAT,Costa Rica,MIDDLE_AMERICA,1981,447000,41200,3000,408800,2
Pork,MEAT,Costa Rica,MIDDLE_AMERICA,1981,138000,0,0,138000,2
Cottonseed Meal,OIL,Costa Rica,MIDDLE_AMERICA,1981,0,0,0,0,2
Cottonseed Oil,OIL,Costa Rica,MIDDLE_AMERICA,1981,0,0,3000,3000,2
Palm Oil,OIL,Costa Rica,MIDDLE_AMERICA,1981,35000,0,0,35000,2
Soybean Meal,OIL,Costa Rica,MIDDLE_AMERICA,1981,0,0,10000,10000,2
Soybean Oil,OIL,Costa Rica,MIDDLE_AMERICA,1981,0,0,2000,2000,2
Chicken,POULTRY,Costa Rica,MIDDLE_AMERICA,1981,5000,0,0,5000,2
Coffee,SPECIAL,Costa Rica,MIDDLE_AMERICA,1981,213840,215340,27900,26400,2
Sugar (Beet & Cane),SPECIAL,Costa Rica,MIDDLE_AMERICA,1981,194000,46000,11000,159000,2
Corn,GRAIN,Cote d'Ivoire,MIDDLE_AMERICA,1981,400000,28000,33000,405000,2
Millet,GRAIN,Cote d'Ivoire,MIDDLE_AMERICA,1981,32000,0,5000,37000,2
Rice,GRAIN,Cote d'Ivoire,MIDDLE_AMERICA,1981,246000,0,281000,527000,2
Sorghum,GRAIN,Cote d'Ivoire,MIDDLE_AMERICA,1981,19000,0,7000,26000,2
Wheat,GRAIN,Cote d'Ivoire,MIDDLE_AMERICA,1981,0,44000,229000,185000,2
Coconut Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,19000,15000,0,4000,2
Copra Meal,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,43000,7000,0,36000,2
Cottonseed Meal,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,105000,27000,3000,81000,2
Cottonseed Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,13000,0,0,13000,2
Palm Kernel,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,13000,13000,0,0,2
Palm Kernel Meal,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,28800,6400,0,22400,2
Palm Kernel Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,6588,1464,0,5124,2
Palm Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,173000,81000,0,92000,2
Peanut Meal,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,68800,0,0,68800,2
Peanut Oil,OIL,Cote d'Ivoire,MIDDLE_AMERICA,1981,15738,0,0,15738,2
Coffee,SPECIAL,Cote d'Ivoire,MIDDLE_AMERICA,1981,499200,765720,221760,-44760,2
Sugar (Beet & Cane),SPECIAL,Cote d'Ivoire,MIDDLE_AMERICA,1981,166000,78000,9000,97000,2
Grapefruit,CITRUS,Cuba,MIDDLE_AMERICA,1981,84000,51000,0,33000,2
Oranges,CITRUS,Cuba,MIDDLE_AMERICA,1981,258000,135000,0,123000,2
Tangerines & Mandarins,CITRUS,Cuba,MIDDLE_AMERICA,1981,30000,5000,0,25000,2
Barley,GRAIN,Cuba,MIDDLE_AMERICA,1981,0,0,50000,50000,2
Corn,GRAIN,Cuba,MIDDLE_AMERICA,1981,23000,0,380000,403000,2
Rice,GRAIN,Cuba,MIDDLE_AMERICA,1981,300000,0,175000,475000,2
Wheat,GRAIN,Cuba,MIDDLE_AMERICA,1981,0,0,1437000,1437000,2
Cottonseed Oil,OIL,Cuba,MIDDLE_AMERICA,1981,0,0,0,0,2
Soybean Meal,OIL,Cuba,MIDDLE_AMERICA,1981,0,0,141000,141000,2
Sunflowerseed Oil,OIL,Cuba,MIDDLE_AMERICA,1981,0,0,99000,99000,2
Chicken,POULTRY,Cuba,MIDDLE_AMERICA,1981,82000,0,22000,104000,2
Coffee,SPECIAL,Cuba,MIDDLE_AMERICA,1981,45960,36240,37200,46920,2
Sugar (Beet & Cane),SPECIAL,Cuba,MIDDLE_AMERICA,1981,8210000,7943000,30000,297000,2
Grapefruit,CITRUS,Cyprus,MIDDLE_EAST,1981,94000,64000,0,30000,2
Lemons & Limes,CITRUS,Cyprus,MIDDLE_EAST,1981,35000,29000,0,6000,2
Oranges,CITRUS,Cyprus,MIDDLE_EAST,1981,136000,92000,0,44000,2
Barley,GRAIN,Cyprus,MIDDLE_EAST,1981,95000,5000,129000,219000,2
Corn,GRAIN,Cyprus,MIDDLE_EAST,1981,0,9000,44000,35000,2
Sorghum,GRAIN,Cyprus,MIDDLE_EAST,1981,0,0,130000,130000,2
Wheat,GRAIN,Cyprus,MIDDLE_EAST,1981,19000,0,59000,78000,2
Soybean Meal,OIL,Cyprus,MIDDLE_EAST,1981,0,0,41000,41000,2
Soybean Oil,OIL,Cyprus,MIDDLE_EAST,1981,0,8000,19000,11000,2
Sugar (Beet & Cane),SPECIAL,Cyprus,MIDDLE_EAST,1981,0,0,24000,24000,2
Butter,DAIRY,Czechoslovakia,EUROPE,1981,138,3,0,135,2
Cheese,DAIRY,Czechoslovakia,EUROPE,1981,120,10,1,111,2
Milk,DAIRY,Czechoslovakia,EUROPE,1981,13716,0,0,13716,2
Fish Meal,FISH,Czechoslovakia,EUROPE,1981,0,0,60000,60000,2
Barley,GRAIN,Czechoslovakia,EUROPE,1981,3392000,162000,216000,3446000,2
Corn,GRAIN,Czechoslovakia,EUROPE,1981,706000,140000,1340000,1906000,2
Oats,GRAIN,Czechoslovakia,EUROPE,1981,431000,30000,40000,441000,2
Rice,GRAIN,Czechoslovakia,EUROPE,1981,0,0,39000,39000,2
Rye,GRAIN,Czechoslovakia,EUROPE,1981,544000,107000,102000,539000,2
Wheat,GRAIN,Czechoslovakia,EUROPE,1981,4325000,0,602000,4927000,2
Beef,MEAT,Czechoslovakia,EUROPE,1981,1585200,23800,15000,1576400,2
Pork,MEAT,Czechoslovakia,EUROPE,1981,6821200,78000,7200,6750400,2
Cottonseed Meal,OIL,Czechoslovakia,EUROPE,1981,0,0,9000,9000,2
Palm Oil,OIL,Czechoslovakia,EUROPE,1981,0,0,1000,1000,2
Peanut Meal,OIL,Czechoslovakia,EUROPE,1981,3000,0,47400,50400,2
Peanut Oil,OIL,Czechoslovakia,EUROPE,1981,2000,0,1464,3464,2
Rapeseed Meal,OIL,Czechoslovakia,EUROPE,1981,272000,0,4800,276800,2
Rapeseed Oil,OIL,Czechoslovakia,EUROPE,1981,114600,0,3098,117698,2
Soybean Meal,OIL,Czechoslovakia,EUROPE,1981,26800,0,593200,620000,2
Soybean Oil,OIL,Czechoslovakia,EUROPE,1981,6098,0,14307,20405,2
Sunflowerseed Meal,OIL,Czechoslovakia,EUROPE,1981,47400,40000,82400,89800,2
Sunflowerseed Oil,OIL,Czechoslovakia,EUROPE,1981,24039,9150,34274,49163,2
Chicken,POULTRY,Czechoslovakia,EUROPE,1981,143000,30000,0,113000,2
Turkey,POULTRY,Czechoslovakia,EUROPE,1981,8000,0,0,8000,2
Sugar (Beet & Cane),SPECIAL,Czechoslovakia,EUROPE,1981,747000,151000,129000,725000,2
Butter,DAIRY,Denmark,EUROPE,1981,121,78,9,52,2
Cheese,DAIRY,Denmark,EUROPE,1981,245,231,41,55,2
Milk,DAIRY,Denmark,EUROPE,1981,11613,260,144,11497,2
Fish Meal,FISH,Denmark,EUROPE,1981,356000,287000,31000,100000,2
Beef,MEAT,Denmark,EUROPE,1981,967600,185000,1000,783600,2
Pork,MEAT,Denmark,EUROPE,1981,12215600,789000,0,11426600,2
Coconut Oil,OIL,Denmark,EUROPE,1981,9000,4000,4000,9000,2
Copra Meal,OIL,Denmark,EUROPE,1981,4000,4000,79000,79000,2
Cottonseed Meal,OIL,Denmark,EUROPE,1981,0,44000,454000,410000,2
Palm Kernel,OIL,Denmark,EUROPE,1981,11000,4000,53000,60000,2
Palm Kernel Meal,OIL,Denmark,EUROPE,1981,0,0,19200,19200,2
Palm Kernel Oil,OIL,Denmark,EUROPE,1981,0,0,4392,4392,2
Palm Oil,OIL,Denmark,EUROPE,1981,11000,7000,23000,27000,2
Rapeseed Meal,OIL,Denmark,EUROPE,1981,241000,231800,138200,147400,2
Rapeseed Oil,OIL,Denmark,EUROPE,1981,59070,50593,3477,11954,2
Soybean Meal,OIL,Denmark,EUROPE,1981,137000,63000,1368800,1442800,2
Soybean Oil,OIL,Denmark,EUROPE,1981,31000,6830,87698,111868,2
Sunflowerseed Meal,OIL,Denmark,EUROPE,1981,0,1000,242400,241400,2
Sunflowerseed Oil,OIL,Denmark,EUROPE,1981,0,0,1549,1549,2
Chicken,POULTRY,Denmark,EUROPE,1981,90000,54000,0,36000,2
Turkey,POULTRY,Denmark,EUROPE,1981,3000,2000,0,1000,2
Sugar (Beet & Cane),SPECIAL,Djibouti,SUB_SAHARAN,1981,0,0,20000,20000,2
Milk,DAIRY,Dominican Republic,MIDDLE_AMERICA,1981,942,0,12,954,2
Corn,GRAIN,Dominican Republic,MIDDLE_AMERICA,1981,45000,12000,197000,230000,2
Rice,GRAIN,Dominican Republic,MIDDLE_AMERICA,1981,259000,80000,107000,286000,2
Sorghum,GRAIN,Dominican Republic,MIDDLE_AMERICA,1981,36000,1000,1000,36000,2
Wheat,GRAIN,Dominican Republic,MIDDLE_AMERICA,1981,0,22000,187000,165000,2
Beef,MEAT,Dominican Republic,MIDDLE_AMERICA,1981,314800,4000,0,310800,2
Pork,MEAT,Dominican Republic,MIDDLE_AMERICA,1981,1000,0,11000,12000,2
Cottonseed Meal,OIL,Dominican Republic,MIDDLE_AMERICA,1981,1000,0,0,1000,2
Peanut Oil,OIL,Dominican Republic,MIDDLE_AMERICA,1981,10000,2000,2000,10000,2
Soybean Meal,OIL,Dominican Republic,MIDDLE_AMERICA,1981,17000,2400,79200,93800,2
Soybean Oil,OIL,Dominican Republic,MIDDLE_AMERICA,1981,4000,5549,42392,40843,2
Chicken,POULTRY,Dominican Republic,MIDDLE_AMERICA,1981,64000,0,1000,65000,2
Coffee,SPECIAL,Dominican Republic,MIDDLE_AMERICA,1981,97560,93960,26400,30000,2
Sugar (Beet & Cane),SPECIAL,Dominican Republic,MIDDLE_AMERICA,1981,1217000,787000,0,430000,2
Fish Meal,FISH,Ecuador,SOUTH_AMERICA,1981,118000,98000,0,20000,2
Barley,GRAIN,Ecuador,SOUTH_AMERICA,1981,31000,4000,38000,65000,2
Corn,GRAIN,Ecuador,SOUTH_AMERICA,1981,247000,110000,79000,216000,2
Oats,GRAIN,Ecuador,SOUTH_AMERICA,1981,1000,6000,33000,28000,2
Rice,GRAIN,Ecuador,SOUTH_AMERICA,1981,259000,103000,65000,221000,2
Sorghum,GRAIN,Ecuador,SOUTH_AMERICA,1981,1000,0,0,1000,2
Wheat,GRAIN,Ecuador,SOUTH_AMERICA,1981,27000,18000,326000,335000,2
Beef,MEAT,Ecuador,SOUTH_AMERICA,1981,517400,0,600,518000,2
Pork,MEAT,Ecuador,SOUTH_AMERICA,1981,2082400,0,0,2082400,2
Palm Kernel,OIL,Ecuador,SOUTH_AMERICA,1981,6000,0,0,6000,2
Palm Kernel Meal,OIL,Ecuador,SOUTH_AMERICA,1981,8800,0,0,8800,2
Palm Kernel Oil,OIL,Ecuador,SOUTH_AMERICA,1981,2013,0,0,2013,2
Palm Oil,OIL,Ecuador,SOUTH_AMERICA,1981,61000,6000,5000,60000,2
Peanut Meal,OIL,Ecuador,SOUTH_AMERICA,1981,1000,0,0,1000,2
Peanut Oil,OIL,Ecuador,SOUTH_AMERICA,1981,1000,0,0,1000,2
Soybean Meal,OIL,Ecuador,SOUTH_AMERICA,1981,67000,0,13600,80600,2
Soybean Oil,OIL,Ecuador,SOUTH_AMERICA,1981,15405,7000,51111,59516,2
Coffee,SPECIAL,Ecuador,SOUTH_AMERICA,1981,215040,198120,33840,50760,2
Sugar (Beet & Cane),SPECIAL,Ecuador,SOUTH_AMERICA,1981,322000,43000,19000,298000,2
Grapefruit,CITRUS,Egypt,MIDDLE_EAST,1981,2000,1000,0,1000,2
Oranges,CITRUS,Egypt,MIDDLE_EAST,1981,921000,138000,0,783000,2
Tangerines & Mandarins,CITRUS,Egypt,MIDDLE_EAST,1981,70000,0,0,70000,2
Barley,GRAIN,Egypt,MIDDLE_EAST,1981,103000,20000,20000,103000,2
Corn,GRAIN,Egypt,MIDDLE_EAST,1981,3232000,1743000,2911000,4400000,2
Rice,GRAIN,Egypt,MIDDLE_EAST,1981,1498000,22000,0,1476000,2
Sorghum,GRAIN,Egypt,MIDDLE_EAST,1981,653000,350000,350000,653000,2
Wheat,GRAIN,Egypt,MIDDLE_EAST,1981,1938000,396000,6128000,7670000,2
Beef,MEAT,Egypt,MIDDLE_EAST,1981,1563400,0,173400,1736800,2
Pork,MEAT,Egypt,MIDDLE_EAST,1981,0,0,0,0,2
Cottonseed Meal,OIL,Egypt,MIDDLE_EAST,1981,1149000,0,0,1149000,2
Cottonseed Oil,OIL,Egypt,MIDDLE_EAST,1981,122000,0,251000,373000,2
Palm Oil,OIL,Egypt,MIDDLE_EAST,1981,0,0,10000,10000,2
Peanut Meal,OIL,Egypt,MIDDLE_EAST,1981,18400,8000,0,10400,2
Peanut Oil,OIL,Egypt,MIDDLE_EAST,1981,4209,1830,0,2379,2
Soybean Meal,OIL,Egypt,MIDDLE_EAST,1981,227000,0,127400,354400,2
Soybean Oil,OIL,Egypt,MIDDLE_EAST,1981,49790,0,34699,84489,2
Sunflowerseed Meal,OIL,Egypt,MIDDLE_EAST,1981,7200,1600,0,5600,2
Sunflowerseed Oil,OIL,Egypt,MIDDLE_EAST,1981,1647,366,27000,28281,2
Chicken,POULTRY,Egypt,MIDDLE_EAST,1981,128000,0,110000,238000,2
Turkey,POULTRY,Egypt,MIDDLE_EAST,1981,4000,0,16000,20000,2
Sugar (Beet & Cane),SPECIAL,Egypt,MIDDLE_EAST,1981,734000,0,650000,1384000,2
Corn,GRAIN,El Salvador,MIDDLE_AMERICA,1981,493000,67000,116000,542000,2
Rice,GRAIN,El Salvador,MIDDLE_AMERICA,1981,31000,1000,7000,37000,2
Sorghum,GRAIN,El Salvador,MIDDLE_AMERICA,1981,133000,1000,6000,138000,2
Wheat,GRAIN,El Salvador,MIDDLE_AMERICA,1981,0,21000,134000,113000,2
Beef,MEAT,El Salvador,MIDDLE_AMERICA,1981,149000,21000,0,128000,2
Pork,MEAT,El Salvador,MIDDLE_AMERICA,1981,11000,0,0,11000,2
Cottonseed Oil,OIL,El Salvador,MIDDLE_AMERICA,1981,10000,4000,13000,19000,2
Soybean Meal,OIL,El Salvador,MIDDLE_AMERICA,1981,0,0,25000,25000,2
Soybean Oil,OIL,El Salvador,MIDDLE_AMERICA,1981,0,0,2000,2000,2
Coffee,SPECIAL,El Salvador,MIDDLE_AMERICA,1981,346320,362460,71520,55380,2
Sugar (Beet & Cane),SPECIAL,El Salvador,MIDDLE_AMERICA,1981,187000,60000,0,127000,2
Coffee,SPECIAL,Equatorial Guinea,SUB_SAHARAN,1981,2400,1500,720,1620,2
Barley,GRAIN,Ethiopia,SUB_SAHARAN,1981,936000,0,0,936000,2
Corn,GRAIN,Ethiopia,SUB_SAHARAN,1981,1194000,0,0,1194000,2
Millet,GRAIN,Ethiopia,SUB_SAHARAN,1981,197000,0,0,197000,2
Sorghum,GRAIN,Ethiopia,SUB_SAHARAN,1981,1207000,0,0,1207000,2
Wheat,GRAIN,Ethiopia,SUB_SAHARAN,1981,706000,0,210000,916000,2
Cottonseed Meal,OIL,Ethiopia,SUB_SAHARAN,1981,16000,16000,0,0,2
Rapeseed Meal,OIL,Ethiopia,SUB_SAHARAN,1981,28600,4000,0,24600,2
Rapeseed Oil,OIL,Ethiopia,SUB_SAHARAN,1981,12026,0,2000,14026,2
Coffee,SPECIAL,Ethiopia,SUB_SAHARAN,1981,385440,240660,65280,210060,2
Sugar (Beet & Cane),SPECIAL,Ethiopia,SUB_SAHARAN,1981,146000,10000,0,136000,2
Barley,GRAIN,EU-15,EUROPE,1981,52359000,6293000,4768000,50834000,2
Corn,GRAIN,EU-15,EUROPE,1981,22272000,4545000,22258000,39985000,2
Millet,GRAIN,EU-15,EUROPE,1981,3000,0,12000,15000,2
Mixed Grain,GRAIN,EU-15,EUROPE,1981,905000,18000,34000,921000,2
Oats,GRAIN,EU-15,EUROPE,1981,10897000,1287000,1075000,10685000,2
Rice,GRAIN,EU-15,EUROPE,1981,1069000,1145000,1453000,1377000,2
Rye,GRAIN,EU-15,EUROPE,1981,5166000,1101000,1261000,5326000,2
Sorghum,GRAIN,EU-15,EUROPE,1981,587000,154000,2095000,2528000,2
Wheat,GRAIN,EU-15,EUROPE,1981,63372000,26494000,18180000,55058000,2
Sugar (Beet & Cane),SPECIAL,EU-15,EUROPE,1981,16698000,6632000,2585000,12651000,2
Barley,GRAIN,EU-27,EUROPE,2000,370000,7162000,60061000,55942000,4
Barley,GRAIN,EU-27,EUROPE,2001,1351000,4151000,58928000,55146000,4
Barley,GRAIN,EU-27,EUROPE,2002,1096000,5214000,58339000,55574000,4
Barley,GRAIN,EU-27,EUROPE,2003,679000,2607000,55923000,58167000,4
Barley,GRAIN,EU-27,EUROPE,2004,297000,3207000,64265000,54790000,5
Barley,GRAIN,EU-27,EUROPE,2005,81000,3257000,54902000,54266000,4
Barley,GRAIN,EU-27,EUROPE,2006,245000,3394000,56430000,55943000,4
Barley,GRAIN,EU-27,EUROPE,2007,337000,3760000,57765000,54450000,4
Barley,GRAIN,EU-27,EUROPE,2008,301000,3569000,65759000,57270000,5
Barley,GRAIN,EU-27,EUROPE,2009,101000,1123000,62393000,56770000,4
Barley,GRAIN,EU-27,EUROPE,2010,178000,4873000,53691000,56610000,4
Barley,GRAIN,EU-27,EUROPE,2011,456000,3008000,51883000,51200000,4
Barley,GRAIN,EU-27,EUROPE,2012,66000,4939000,54875000,51000000,4
Barley,GRAIN,EU-27,EUROPE,2013,44000,5741000,59674000,53400000,5
Barley,GRAIN,EU-27,EUROPE,2014,88000,9547000,60460000,51000000,5
Barley,GRAIN,EU-27,EUROPE,2015,250000,8600000,60962000,53100000,5
Fish Meal,FISH,Faroe Islands,EUROPE,1981,16000,16000,0,0,2
Wheat,GRAIN,Fiji,OCEANIA,1981,0,0,45000,45000,2
Copra Meal,OIL,Fiji,OCEANIA,1981,22000,0,2000,24000,2
Sugar (Beet & Cane),SPECIAL,Fiji,OCEANIA,1981,470000,427000,0,43000,2
Butter,DAIRY,Finland,EUROPE,1981,70,19,8,59,2
Cheese,DAIRY,Finland,EUROPE,1981,71,47,10,34,2
Milk,DAIRY,Finland,EUROPE,1981,7235,100,44,7179,2
Fish Meal,FISH,Finland,EUROPE,1981,0,5000,97000,92000,2
Beef,MEAT,Finland,EUROPE,1981,515400,17200,0,498200,2
Pork,MEAT,Finland,EUROPE,1981,2033800,40000,0,1993800,2
Coconut Oil,OIL,Finland,EUROPE,1981,0,0,3000,3000,2
Palm Oil,OIL,Finland,EUROPE,1981,0,0,3000,3000,2
Rapeseed Meal,OIL,Finland,EUROPE,1981,100200,2600,10000,107600,2
Rapeseed Oil,OIL,Finland,EUROPE,1981,41627,8366,1915,35176,2
Soybean Meal,OIL,Finland,EUROPE,1981,94000,8200,108600,194400,2
Soybean Oil,OIL,Finland,EUROPE,1981,22000,6647,25241,40594,2
Sunflowerseed Meal,OIL,Finland,EUROPE,1981,2000,0,4000,6000,2
Sunflowerseed Oil,OIL,Finland,EUROPE,1981,2000,0,2915,4915,2
Chicken,POULTRY,Finland,EUROPE,1981,12000,0,0,12000,2
Sugar (Beet & Cane),SPECIAL,Finland,EUROPE,1981,99000,75000,190000,214000,2
Butter,DAIRY,France,EUROPE,1981,624,226,102,500,2
Cheese,DAIRY,France,EUROPE,1981,1200,317,149,1032,2
Milk,DAIRY,France,EUROPE,1981,71690,2605,696,69781,2
Fish Meal,FISH,France,EUROPE,1981,22000,9000,61000,74000,2
Apples,FRUIT,France,EUROPE,1981,3603800,714583,79906,2969123,2
Beef,MEAT,France,EUROPE,1981,7233400,1318200,365400,6280600,2
Pork,MEAT,France,EUROPE,1981,12978800,192200,1496000,14282600,2
Walnuts,NUT,France,EUROPE,1981,21000,8300,3800,16500,2
Coconut Oil,OIL,France,EUROPE,1981,0,10000,87000,77000,2
Copra Meal,OIL,France,EUROPE,1981,0,0,6000,6000,2
Cottonseed Meal,OIL,France,EUROPE,1981,0,4000,5000,1000,2
Cottonseed Oil,OIL,France,EUROPE,1981,0,0,1000,1000,2
Olive Oil,OIL,France,EUROPE,1981,2000,44000,65000,23000,2
Palm Kernel,OIL,France,EUROPE,1981,1000,0,5000,6000,2
Palm Kernel Meal,OIL,France,EUROPE,1981,0,0,1600,1600,2
Palm Kernel Oil,OIL,France,EUROPE,1981,0,0,366,366,2
Palm Oil,OIL,France,EUROPE,1981,1000,12000,125000,114000,2
Peanut Meal,OIL,France,EUROPE,1981,28000,8800,87800,107000,2
Peanut Oil,OIL,France,EUROPE,1981,24000,17183,226483,233300,2
Rapeseed Meal,OIL,France,EUROPE,1981,1156000,466600,56600,746000,2
Rapeseed Oil,OIL,France,EUROPE,1981,444170,277821,38686,205035,2
Soybean Meal,OIL,France,EUROPE,1981,670400,115600,4235600,4790400,2
Soybean Oil,OIL,France,EUROPE,1981,148294,188581,297896,257609,2
Sunflowerseed Meal,OIL,France,EUROPE,1981,432400,235400,106400,303400,2
Sunflowerseed Oil,OIL,France,EUROPE,1981,160834,86214,214274,288894,2
Chicken,POULTRY,France,EUROPE,1981,776000,319000,8000,465000,2
Turkey,POULTRY,France,EUROPE,1981,218000,24000,1000,195000,2
Sugar (Beet & Cane),SPECIAL,French Polynesia,EUROPE,1981,0,0,6000,6000,2
Sugar (Beet & Cane),SPECIAL,French West Indies,EUROPE,1981,77000,59000,0,18000,2
Wheat,GRAIN,Gabon,SUB_SAHARAN,1981,0,0,30000,30000,2
Coffee,SPECIAL,Gabon,SUB_SAHARAN,1981,1800,1680,0,120,2
Sugar (Beet & Cane),SPECIAL,Gabon,SUB_SAHARAN,1981,22000,4000,0,18000,2
Corn,GRAIN,Gambia,SUB_SAHARAN,1981,13000,0,0,13000,2
Millet,GRAIN,Gambia,SUB_SAHARAN,1981,29000,0,0,29000,2
Rice,GRAIN,Gambia,SUB_SAHARAN,1981,25000,0,36000,61000,2
Sorghum,GRAIN,Gambia,SUB_SAHARAN,1981,13000,0,0,13000,2
Peanut Meal,OIL,Gambia,SUB_SAHARAN,1981,111200,45400,0,65800,2
Peanut Oil,OIL,Gambia,SUB_SAHARAN,1981,19947,7869,0,12078,2
Sugar (Beet & Cane),SPECIAL,Gambia,SUB_SAHARAN,1981,0,0,18000,18000,2
Grapefruit,CITRUS,Gaza Strip,MIDDLE_EAST,1981,19000,7000,0,12000,2
Lemons & Limes,CITRUS,Gaza Strip,MIDDLE_EAST,1981,12000,10000,0,2000,2
Oranges,CITRUS,Gaza Strip,MIDDLE_EAST,1981,148000,128000,0,20000,2
Butter,DAIRY,German,EUROPE,1981,822,338,182,666,2
Cheese,DAIRY,German,EUROPE,1981,669,327,337,679,2
Milk,DAIRY,German,EUROPE,1981,80232,7937,3320,75615,2
Fish Meal,FISH,Germany,EUROPE,1981,38000,187000,421000,272000,2
Apples,FRUIT,Germany,EUROPE,1981,3760130,18000,552919,4295049,2
Beef,MEAT,Germany,EUROPE,1981,6578200,794000,434200,6218400,2
Pork,MEAT,Germany,EUROPE,1981,34956800,596400,1242600,35603000,2
Coconut Oil,OIL,Germany,EUROPE,1981,102000,48000,180000,234000,2
Copra Meal,OIL,Germany,EUROPE,1981,53000,26000,641000,668000,2
Cottonseed Meal,OIL,Germany,EUROPE,1981,0,0,56000,56000,2
Cottonseed Oil,OIL,Germany,EUROPE,1981,0,2000,6000,4000,2
Olive Oil,OIL,Germany,EUROPE,1981,0,0,3000,3000,2
Palm Kernel,OIL,Germany,EUROPE,1981,0,1000,224000,223000,2
Palm Oil,OIL,Germany,EUROPE,1981,0,54000,199000,145000,2
Peanut Meal,OIL,Germany,EUROPE,1981,0,4200,333600,329400,2
Peanut Oil,OIL,Germany,EUROPE,1981,0,7732,46921,39189,2
Rapeseed Meal,OIL,Germany,EUROPE,1981,1176400,155600,592000,1612800,2
Rapeseed Oil,OIL,Germany,EUROPE,1981,574584,282601,212245,504228,2
Soybean Meal,OIL,Germany,EUROPE,1981,2900000,1881800,6447800,7466000,2
Soybean Oil,OIL,Germany,EUROPE,1981,622000,348143,952198,1226055,2
Sunflowerseed Meal,OIL,Germany,EUROPE,1981,299000,96000,794600,997600,2
Sunflowerseed Oil,OIL,Germany,EUROPE,1981,202000,142745,243591,302846,2
Chicken,POULTRY,Germany,EUROPE,1981,326000,43000,167000,450000,2
Turkey,POULTRY,Germany,EUROPE,1981,41000,0,52000,93000,2
Sugar (Beet & Cane),SPECIAL,Germany,EUROPE,1981,0,0,0,0,2
Corn,GRAIN,Ghana,SUB_SAHARAN,1981,378000,15000,52000,415000,2
Millet,GRAIN,Ghana,SUB_SAHARAN,1981,119000,0,0,119000,2
Rice,GRAIN,Ghana,SUB_SAHARAN,1981,65000,0,40000,105000,2
Sorghum,GRAIN,Ghana,SUB_SAHARAN,1981,131000,0,0,131000,2
Wheat,GRAIN,Ghana,SUB_SAHARAN,1981,0,0,135000,135000,2
Coconut Oil,OIL,Ghana,SUB_SAHARAN,1981,12000,0,0,12000,2
Copra Meal,OIL,Ghana,SUB_SAHARAN,1981,18000,0,0,18000,2
Palm Kernel,OIL,Ghana,SUB_SAHARAN,1981,17000,0,0,17000,2
Palm Kernel Meal,OIL,Ghana,SUB_SAHARAN,1981,25600,0,0,25600,2
Palm Kernel Oil,OIL,Ghana,SUB_SAHARAN,1981,5856,0,0,5856,2
Palm Oil,OIL,Ghana,SUB_SAHARAN,1981,35000,0,6000,41000,2
Peanut Meal,OIL,Ghana,SUB_SAHARAN,1981,33600,0,0,33600,2
Peanut Oil,OIL,Ghana,SUB_SAHARAN,1981,7686,0,0,7686,2
Coffee,SPECIAL,Ghana,SUB_SAHARAN,1981,4200,3600,720,1320,2
Sugar (Beet & Cane),SPECIAL,Ghana,SUB_SAHARAN,1981,20000,0,57000,77000,2
