food,category,country,region,year,imports,exports,production,yield
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2000,71000,0,0,1900
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2001,40000,0,0,1900
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2002,35000,0,0,1900
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2003,45000,0,0,1818
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2004,36000,0,0,2000
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2005,11000,0,0,1900
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2006,65000,0,0,2000
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2007,85000,0,0,2000
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2008,95000,0,0,2098
Sugar,SPECIAL,Afghanistan,CENTRAL_ASIA,2009,31000,0,0,4000
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2000,418000,4000,23000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2001,509000,5000,21000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2002,343000,8000,40000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2003,514000,107000,42000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2004,526000,77000,60000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2005,540000,127000,56000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2006,467000,25000,56000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2007,535000,23000,57000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2008,554000,15000,30000,0
Sugar,SPECIAL,Kazakhstan,CENTRAL_ASIA,2009,478000,10000,12000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2000,127000,29000,21000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2001,400000,80000,27000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2002,400000,80000,27000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2003,400000,110000,55000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2004,418000,105000,85000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2005,420000,105000,65000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2006,359000,105000,58000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2007,395000,105000,40000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2008,415000,105000,20000,0
Sugar,SPECIAL,Kyrgyzstan,CENTRAL_ASIA,2009,80000,5000,20000,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2000,100000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2001,105000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2002,105000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2003,125000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2004,100000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2005,110000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2006,105000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2007,105000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2008,110000,0,0,0
Sugar,SPECIAL,Tajikistan,CENTRAL_ASIA,2009,54000,0,0,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2000,100000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2001,80000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2002,100000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2003,120000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2004,90000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2005,90000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2006,90000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2007,90000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2008,110000,0,30000,0
Sugar,SPECIAL,Turkmenistan,CENTRAL_ASIA,2009,110000,0,30000,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2000,434000,0,23000,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2001,387000,0,11000,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2002,380000,0,11000,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2003,405000,0,11000,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2004,460000,0,11000,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2005,500000,0,11000,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2006,505000,0,0,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2007,515000,0,0,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2008,115000,0,0,0
Sugar,SPECIAL,Uzbekistan,CENTRAL_ASIA,2009,130000,0,0,0
Sugar,SPECIAL,Cambodia,EAST_ASIA,2000,80000,0,0,2194
Sugar,SPECIAL,Cambodia,EAST_ASIA,2001,185000,0,0,2191
Sugar,SPECIAL,Cambodia,EAST_ASIA,2002,250000,0,0,2222
Sugar,SPECIAL,Cambodia,EAST_ASIA,2003,250000,0,0,2040
Sugar,SPECIAL,Cambodia,EAST_ASIA,2004,250000,0,0,1934
Sugar,SPECIAL,Cambodia,EAST_ASIA,2005,250000,0,0,1972
Sugar,SPECIAL,Cambodia,EAST_ASIA,2006,257000,0,0,2742
Sugar,SPECIAL,Cambodia,EAST_ASIA,2007,217000,0,0,2742
Sugar,SPECIAL,Cambodia,EAST_ASIA,2008,299000,0,0,2897
Sugar,SPECIAL,Cambodia,EAST_ASIA,2009,327000,0,0,2587
Sugar,SPECIAL,China,EAST_ASIA,2000,687000,433000,6947000,5762
Sugar,SPECIAL,China,EAST_ASIA,2001,1083000,129000,6849000,6062
Sugar,SPECIAL,China,EAST_ASIA,2002,1375000,460000,8305000,6465
Sugar,SPECIAL,China,EAST_ASIA,2003,842000,120000,11380000,6404
Sugar,SPECIAL,China,EAST_ASIA,2004,1235000,67000,10734000,6519
Sugar,SPECIAL,China,EAST_ASIA,2005,1360000,352000,9826000,6396
Sugar,SPECIAL,China,EAST_ASIA,2006,1234000,234000,9446000,7121
Sugar,SPECIAL,China,EAST_ASIA,2007,1465000,122000,12855000,7121
Sugar,SPECIAL,China,EAST_ASIA,2008,972000,56000,15898000,7120
Sugar,SPECIAL,China,EAST_ASIA,2009,1077000,75000,13317000,6809
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2000,177000,18000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2001,211000,24000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2002,211000,23000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2003,211000,54000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2004,235000,50000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2005,215000,36000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2006,226000,42000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2007,249000,31000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2008,256000,32000,0,0
Sugar,SPECIAL,Hong Kong,EAST_ASIA,2009,198000,20000,0,0
Sugar,SPECIAL,Japan,EAST_ASIA,2000,1650000,7000,795000,6038
Sugar,SPECIAL,Japan,EAST_ASIA,2001,1486000,10000,722000,6574
Sugar,SPECIAL,Japan,EAST_ASIA,2002,1407000,10000,833000,5579
Sugar,SPECIAL,Japan,EAST_ASIA,2003,1483000,10000,864000,5787
Sugar,SPECIAL,Japan,EAST_ASIA,2004,1442000,10000,888000,5116
Sugar,SPECIAL,Japan,EAST_ASIA,2005,1328000,10000,905000,5699
Sugar,SPECIAL,Japan,EAST_ASIA,2006,1385000,10000,880000,6787
Sugar,SPECIAL,Japan,EAST_ASIA,2007,1432000,10000,935000,6787
Sugar,SPECIAL,Japan,EAST_ASIA,2008,1477000,2000,950000,7198
Sugar,SPECIAL,Japan,EAST_ASIA,2009,1279000,1000,927000,6586
Sugar,SPECIAL,Laos,EAST_ASIA,2000,21000,0,0,3535
Sugar,SPECIAL,Laos,EAST_ASIA,2001,42000,0,0,3169
Sugar,SPECIAL,Laos,EAST_ASIA,2002,31000,0,0,3348
Sugar,SPECIAL,Laos,EAST_ASIA,2003,35000,0,0,3441
Sugar,SPECIAL,Laos,EAST_ASIA,2004,36000,0,0,3176
Sugar,SPECIAL,Laos,EAST_ASIA,2005,36000,0,0,3565
Sugar,SPECIAL,Laos,EAST_ASIA,2006,55000,0,0,3830
Sugar,SPECIAL,Laos,EAST_ASIA,2007,50000,0,0,3830
Sugar,SPECIAL,Laos,EAST_ASIA,2008,50000,0,0,3509
Sugar,SPECIAL,Laos,EAST_ASIA,2009,50000,0,0,3134
Sugar,SPECIAL,Macao,EAST_ASIA,2000,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2001,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2002,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2003,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2004,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2005,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2006,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2007,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2008,7000,0,0,0
Sugar,SPECIAL,Macao,EAST_ASIA,2009,7000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2000,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2001,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2002,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2003,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2004,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2005,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2006,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2007,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2008,75000,0,0,0
Sugar,SPECIAL,Mongolia,EAST_ASIA,2009,8000,0,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2000,1514000,348000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2001,1574000,316000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2002,1590000,314000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2003,1590000,326000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2004,1682000,338000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2005,1652000,314000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2006,1669000,338000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2007,1475000,390000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2008,1805000,315000,0,0
Sugar,SPECIAL,Republic Of Korea,EAST_ASIA,2009,1687000,284000,0,0
Sugar,SPECIAL,Taiwan,EAST_ASIA,2000,275000,15000,285000,7858
Sugar,SPECIAL,Taiwan,EAST_ASIA,2001,485000,12000,205000,6977
Sugar,SPECIAL,Taiwan,EAST_ASIA,2002,360000,12000,189000,7676
Sugar,SPECIAL,Taiwan,EAST_ASIA,2003,458000,12000,151000,7913
Sugar,SPECIAL,Taiwan,EAST_ASIA,2004,530000,12000,104000,8026
Sugar,SPECIAL,Taiwan,EAST_ASIA,2005,585000,12000,75000,8264
Sugar,SPECIAL,Taiwan,EAST_ASIA,2006,500000,24000,70000,7337
Sugar,SPECIAL,Taiwan,EAST_ASIA,2007,445000,26000,75000,7337
Sugar,SPECIAL,Taiwan,EAST_ASIA,2008,615000,13000,65000,7276
Sugar,SPECIAL,Taiwan,EAST_ASIA,2009,547000,1000,65000,6569
Sugar,SPECIAL,Vietnam,EAST_ASIA,2000,50000,55000,950000,4976
Sugar,SPECIAL,Vietnam,EAST_ASIA,2001,70000,100000,1210000,5041
Sugar,SPECIAL,Vietnam,EAST_ASIA,2002,50000,70000,1070000,5350
Sugar,SPECIAL,Vietnam,EAST_ASIA,2003,85000,55000,1080000,5381
Sugar,SPECIAL,Vietnam,EAST_ASIA,2004,80000,55000,1140000,5469
Sugar,SPECIAL,Vietnam,EAST_ASIA,2005,300000,15000,980000,5613
Sugar,SPECIAL,Vietnam,EAST_ASIA,2006,585000,5000,820000,5929
Sugar,SPECIAL,Vietnam,EAST_ASIA,2007,350000,20000,1150000,5929
Sugar,SPECIAL,Vietnam,EAST_ASIA,2008,308000,20000,1150000,5964
Sugar,SPECIAL,Vietnam,EAST_ASIA,2009,146000,1000,990000,5876
Sugar,SPECIAL,Albania,EUROPE,2000,65000,0,5000,0
Sugar,SPECIAL,Albania,EUROPE,2001,65000,0,5000,0
Sugar,SPECIAL,Albania,EUROPE,2002,65000,0,3000,0
Sugar,SPECIAL,Albania,EUROPE,2003,94000,0,3000,0
Sugar,SPECIAL,Albania,EUROPE,2004,114000,0,3000,0
Sugar,SPECIAL,Albania,EUROPE,2005,65000,0,3000,0
Sugar,SPECIAL,Albania,EUROPE,2006,41000,0,3000,0
Sugar,SPECIAL,Albania,EUROPE,2007,21000,0,4000,0
Sugar,SPECIAL,Albania,EUROPE,2008,62000,0,4000,0
Sugar,SPECIAL,Albania,EUROPE,2009,58000,0,4000,0
Sugar,SPECIAL,Belarus,EUROPE,2000,515000,290000,140000,0
Sugar,SPECIAL,Belarus,EUROPE,2001,490000,265000,200000,0
Sugar,SPECIAL,Belarus,EUROPE,2002,440000,225000,205000,0
Sugar,SPECIAL,Belarus,EUROPE,2003,567000,245000,150000,0
Sugar,SPECIAL,Belarus,EUROPE,2004,455000,261000,275000,0
Sugar,SPECIAL,Belarus,EUROPE,2005,660000,630000,325000,0
Sugar,SPECIAL,Belarus,EUROPE,2006,225000,226000,415000,0
Sugar,SPECIAL,Belarus,EUROPE,2007,135000,215000,480000,0
Sugar,SPECIAL,Belarus,EUROPE,2008,205000,225000,585000,0
Sugar,SPECIAL,Belarus,EUROPE,2009,240000,406000,460000,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2000,166000,40000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2001,170000,35000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2002,181000,1000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2003,120000,1000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2004,100000,1000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2005,135000,1000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2006,135000,1000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2007,135000,0,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2008,135000,1000,0,0
Sugar,SPECIAL,Bosnia and Herzegovina,EUROPE,2009,17000,0,0,0
Sugar,SPECIAL,Bulgaria,EUROPE,2000,350000,67000,2000,0
Sugar,SPECIAL,Bulgaria,EUROPE,2001,350000,71000,1000,0
Sugar,SPECIAL,Bulgaria,EUROPE,2002,355000,85000,5000,0
Sugar,SPECIAL,Bulgaria,EUROPE,2003,562000,14000,3000,0
Sugar,SPECIAL,Bulgaria,EUROPE,2004,328000,4000,3000,0
Sugar,SPECIAL,Bulgaria,EUROPE,2005,349000,6000,3000,0
Sugar,SPECIAL,Bulgaria,EUROPE,2006,341000,6000,5000,0
Sugar,SPECIAL,Croatia,EUROPE,2000,7000,0,60000,0
Sugar,SPECIAL,Croatia,EUROPE,2001,108000,24000,100000,0
Sugar,SPECIAL,Croatia,EUROPE,2002,71000,103000,130000,0
Sugar,SPECIAL,Croatia,EUROPE,2003,71000,101000,175000,0
Sugar,SPECIAL,Croatia,EUROPE,2004,71000,35000,105000,0
Sugar,SPECIAL,Croatia,EUROPE,2005,71000,64000,175000,0
Sugar,SPECIAL,Croatia,EUROPE,2006,155000,200000,210000,0
Sugar,SPECIAL,Czech Republic,EUROPE,2000,31000,52000,464000,0
Sugar,SPECIAL,Czech Republic,EUROPE,2001,43000,51000,470000,0
Sugar,SPECIAL,Czech Republic,EUROPE,2002,153000,222000,491000,0
Sugar,SPECIAL,Czech Republic,EUROPE,2003,126000,127000,558000,0
Sugar,SPECIAL,Czech Republic,EUROPE,2004,120000,135000,516000,0
Sugar,SPECIAL,Estonia,EUROPE,2000,70000,0,0,0
Sugar,SPECIAL,Estonia,EUROPE,2001,76000,0,0,0
Sugar,SPECIAL,Estonia,EUROPE,2002,75000,0,0,0
Sugar,SPECIAL,Estonia,EUROPE,2003,70000,0,0,0
Sugar,SPECIAL,Estonia,EUROPE,2004,68000,0,0,0
Sugar,SPECIAL,EU-27,EUROPE,2007,3530000,2439000,17987000,0
Sugar,SPECIAL,EU-27,EUROPE,2008,2948000,1656000,15834000,0
Sugar,SPECIAL,EU-27,EUROPE,2009,3180000,1332000,14290000,0
Sugar,SPECIAL,Hungary,EUROPE,2000,6000,40000,305000,0
Sugar,SPECIAL,Hungary,EUROPE,2001,10000,32000,310000,0
Sugar,SPECIAL,Hungary,EUROPE,2002,14000,8000,366000,0
Sugar,SPECIAL,Hungary,EUROPE,2003,22000,56000,400000,0
Sugar,SPECIAL,Hungary,EUROPE,2004,68000,35000,279000,0
Sugar,SPECIAL,Iceland,EUROPE,2000,12000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2001,13000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2002,12000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2003,13000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2004,13000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2005,13000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2006,13000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2007,13000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2008,13000,0,0,0
Sugar,SPECIAL,Iceland,EUROPE,2009,11000,0,0,0
Sugar,SPECIAL,Latvia,EUROPE,2000,75000,0,70000,0
Sugar,SPECIAL,Latvia,EUROPE,2001,75000,0,62000,0
Sugar,SPECIAL,Latvia,EUROPE,2002,73000,0,72000,0
Sugar,SPECIAL,Latvia,EUROPE,2003,80000,0,65000,0
Sugar,SPECIAL,Latvia,EUROPE,2004,80000,0,65000,0
Sugar,SPECIAL,Lithuania,EUROPE,2000,15000,15000,136000,0
Sugar,SPECIAL,Lithuania,EUROPE,2001,10000,10000,134000,0
Sugar,SPECIAL,Lithuania,EUROPE,2002,0,10000,115000,0
Sugar,SPECIAL,Lithuania,EUROPE,2003,10000,10000,115000,0
Sugar,SPECIAL,Lithuania,EUROPE,2004,10000,10000,110000,0
Sugar,SPECIAL,Macedonia,EUROPE,2000,120000,0,40000,0
Sugar,SPECIAL,Macedonia,EUROPE,2001,120000,0,27000,0
Sugar,SPECIAL,Macedonia,EUROPE,2002,150000,0,20000,0
Sugar,SPECIAL,Macedonia,EUROPE,2003,140000,0,20000,0
Sugar,SPECIAL,Macedonia,EUROPE,2004,140000,0,18000,0
Sugar,SPECIAL,Macedonia,EUROPE,2005,145000,0,20000,0
Sugar,SPECIAL,Macedonia,EUROPE,2006,145000,0,18000,0
Sugar,SPECIAL,Macedonia,EUROPE,2007,155000,0,10000,0
Sugar,SPECIAL,Macedonia,EUROPE,2008,155000,0,10000,0
Sugar,SPECIAL,Macedonia,EUROPE,2009,155000,0,10000,0
Sugar,SPECIAL,Malta,EUROPE,2000,24000,0,0,0
Sugar,SPECIAL,Malta,EUROPE,2001,24000,0,0,0
Sugar,SPECIAL,Malta,EUROPE,2002,24000,0,0,0
Sugar,SPECIAL,Malta,EUROPE,2003,20000,0,0,0
Sugar,SPECIAL,Malta,EUROPE,2004,24000,0,0,0
Sugar,SPECIAL,Moldova,EUROPE,2000,0,5000,110000,0
Sugar,SPECIAL,Moldova,EUROPE,2001,0,0,150000,0
Sugar,SPECIAL,Moldova,EUROPE,2002,0,0,130000,0
Sugar,SPECIAL,Moldova,EUROPE,2003,82000,0,135000,0
Sugar,SPECIAL,Moldova,EUROPE,2004,0,0,118000,0
Sugar,SPECIAL,Moldova,EUROPE,2005,0,40000,120000,0
Sugar,SPECIAL,Moldova,EUROPE,2006,0,40000,135000,0
Sugar,SPECIAL,Moldova,EUROPE,2007,0,40000,160000,0
Sugar,SPECIAL,Moldova,EUROPE,2008,0,40000,85000,0
Sugar,SPECIAL,Moldova,EUROPE,2009,0,20000,133000,0
Sugar,SPECIAL,Norway,EUROPE,2000,173000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2001,179000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2002,189000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2003,178000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2004,161000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2005,150000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2006,142000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2007,154000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2008,155000,0,0,0
Sugar,SPECIAL,Norway,EUROPE,2009,147000,0,0,0
Sugar,SPECIAL,Poland,EUROPE,2000,55000,418000,2150000,0
Sugar,SPECIAL,Poland,EUROPE,2001,49000,437000,2188000,0
Sugar,SPECIAL,Poland,EUROPE,2002,97000,61000,1674000,0
Sugar,SPECIAL,Poland,EUROPE,2003,90000,458000,2194000,0
Sugar,SPECIAL,Poland,EUROPE,2004,55000,478000,2116000,0
Sugar,SPECIAL,Romania,EUROPE,2000,605000,5000,140000,0
Sugar,SPECIAL,Romania,EUROPE,2001,500000,5000,60000,0
Sugar,SPECIAL,Romania,EUROPE,2002,475000,8000,80000,0
Sugar,SPECIAL,Romania,EUROPE,2003,585000,1000,74000,0
Sugar,SPECIAL,Romania,EUROPE,2004,504000,1000,60000,0
Sugar,SPECIAL,Romania,EUROPE,2005,480000,3000,56000,0
Sugar,SPECIAL,Romania,EUROPE,2006,541000,18000,93000,0
Sugar,SPECIAL,Serbia,EUROPE,2000,36000,0,270000,0
Sugar,SPECIAL,Serbia,EUROPE,2001,40000,30000,175000,0
Sugar,SPECIAL,Serbia,EUROPE,2002,250000,187000,210000,0
Sugar,SPECIAL,Serbia,EUROPE,2003,163000,170000,280000,0
Sugar,SPECIAL,Serbia,EUROPE,2004,196000,150000,225000,0
Sugar,SPECIAL,Serbia,EUROPE,2005,62000,160000,435000,0
Sugar,SPECIAL,Serbia,EUROPE,2006,85000,170000,415000,0
Sugar,SPECIAL,Serbia,EUROPE,2007,50000,220000,505000,0
Sugar,SPECIAL,Serbia,EUROPE,2008,90000,195000,465000,0
Sugar,SPECIAL,Serbia,EUROPE,2009,65000,90000,340000,0
Sugar,SPECIAL,Slovakia,EUROPE,2000,55000,15000,138000,0
Sugar,SPECIAL,Slovakia,EUROPE,2001,75000,10000,140000,0
Sugar,SPECIAL,Slovakia,EUROPE,2002,10000,45000,182000,0
Sugar,SPECIAL,Slovakia,EUROPE,2003,9000,32000,172000,0
Sugar,SPECIAL,Slovakia,EUROPE,2004,4000,20000,164000,0
Sugar,SPECIAL,Slovenia,EUROPE,2000,55000,22000,211000,0
Sugar,SPECIAL,Slovenia,EUROPE,2001,75000,6000,140000,0
Sugar,SPECIAL,Slovenia,EUROPE,2002,19000,0,86000,0
Sugar,SPECIAL,Slovenia,EUROPE,2003,44000,0,55000,0
Sugar,SPECIAL,Slovenia,EUROPE,2004,48000,0,55000,0
Sugar,SPECIAL,Switzerland,EUROPE,2000,176000,0,190000,0
Sugar,SPECIAL,Switzerland,EUROPE,2001,171000,7000,238000,0
Sugar,SPECIAL,Switzerland,EUROPE,2002,219000,6000,180000,0
Sugar,SPECIAL,Switzerland,EUROPE,2003,255000,13000,240000,0
Sugar,SPECIAL,Switzerland,EUROPE,2004,300000,6000,205000,0
Sugar,SPECIAL,Switzerland,EUROPE,2005,344000,62000,240000,0
Sugar,SPECIAL,Switzerland,EUROPE,2006,297000,89000,240000,0
Sugar,SPECIAL,Switzerland,EUROPE,2007,372000,90000,200000,0
Sugar,SPECIAL,Switzerland,EUROPE,2008,247000,85000,270000,0
Sugar,SPECIAL,Switzerland,EUROPE,2009,248000,3000,275000,0
Sugar,SPECIAL,Ukraine,EUROPE,2000,329000,130000,1720000,0
Sugar,SPECIAL,Ukraine,EUROPE,2001,400000,8000,1687000,0
Sugar,SPECIAL,Ukraine,EUROPE,2002,250000,90000,1790000,0
Sugar,SPECIAL,Ukraine,EUROPE,2003,1470000,360000,1550000,0
Sugar,SPECIAL,Ukraine,EUROPE,2004,565000,310000,1580000,0
Sugar,SPECIAL,Ukraine,EUROPE,2005,74000,31000,2054000,0
Sugar,SPECIAL,Ukraine,EUROPE,2006,74000,31000,2054000,0
Sugar,SPECIAL,Ukraine,EUROPE,2007,20000,10000,2850000,0
Sugar,SPECIAL,Ukraine,EUROPE,2008,76000,1000,2020000,0
Sugar,SPECIAL,Ukraine,EUROPE,2009,78000,37000,1710000,0
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2000,16000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2001,11000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2002,8000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2003,12000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2004,12000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2005,12000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2006,13000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2007,12000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2008,12000,0,0,2500
Sugar,SPECIAL,Bahamas,MIDDLE_AMERICA,2009,12000,0,0,2500
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2000,10000,45000,58000,6275
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2001,4000,40000,52000,5060
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2002,15000,42000,45000,5254
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2003,19000,33000,36000,4926
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2004,19000,32000,33000,5165
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2005,0,34000,40000,6230
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2006,18000,32000,35000,5611
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2007,20000,32000,35000,5611
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2008,18000,28000,35000,4502
Sugar,SPECIAL,Barbados,MIDDLE_AMERICA,2009,19000,28000,33000,5245
Sugar,SPECIAL,Belize,MIDDLE_AMERICA,2000,0,106000,118000,4770
