food,category,country,region,year,imports,exports,production,yield,source
Tea,SPECIAL,Mali,SUB_SAHARAN,2009,7188,69,128,142,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2000,6,0,498,1245,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2001,1,1,868,1669,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2002,3,1,473,1525,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2003,2,0,369,1272,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2004,5,0,791,2081,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2005,8,0,1011,1872,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2006,14,0,1016,1953,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2007,5,2,1299,1603,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2008,3,0,709,1337,FAOStat
Ginger,SPECIAL,Mauritius,SUB_SAHARAN,2009,9,0,616,1760,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2000,15,40,1312,195,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2001,10,39,1517,229,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2002,15,40,1381,203,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2003,11,52,1436,210,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2004,16,51,1482,219,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2005,12,53,1387,207,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2006,32,41,1567,227,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2007,33,46,1563,220,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2008,25,41,1668,237,FAOStat
Tea,SPECIAL,Mauritius,SUB_SAHARAN,2009,24,39,1481,207,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2000,91,1,1600,1600,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2001,76,18,546,2600,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2002,81,0,1204,1400,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2003,121,4,3738,1400,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2004,68,143,1452,567,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2005,82,26,1452,567,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2006,102,13,1000,571,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2007,130,0,1000,571,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2008,59,66,500,555,FAOStat
Ginger,SPECIAL,Mexico,MIDDLE_AMERICA,2009,97,21,500,555,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2000,2479,4534,4893,142,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2001,4488,4658,5017,144,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2002,2906,4344,5117,145,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2003,1851,3861,5596,162,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2004,3263,5785,6128,168,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2005,2813,4485,3883,106,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2006,2696,6593,4915,130,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2007,1865,4081,6854,183,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2008,3302,5376,6653,176,FAOStat
Pepper,SPECIAL,Mexico,MIDDLE_AMERICA,2009,2184,6175,6269,171,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2000,8,137,255,23,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2001,52,153,299,28,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2002,73,184,189,28,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2003,28,140,257,30,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2004,26,125,252,28,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2005,30,29,280,39,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2006,27,32,291,40,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2007,3,41,637,57,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2008,3,31,523,45,FAOStat
Vanilla,SPECIAL,Mexico,MIDDLE_AMERICA,2009,1,24,524,48,FAOStat
Tea,SPECIAL,Montenegro,EUROPE,2006,60,65,100,80,FAOStat
Tea,SPECIAL,Montenegro,EUROPE,2007,50,41,100,80,FAOStat
Tea,SPECIAL,Montenegro,EUROPE,2008,31,91,100,80,FAOStat
Tea,SPECIAL,Montenegro,EUROPE,2009,17,13,100,80,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2000,0,132,10466,185,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2001,0,950,9029,170,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2002,659,2424,12579,174,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2003,1219,937,12690,176,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2004,1377,586,15127,182,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2005,1050,317,16000,190,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2006,1024,505,16256,185,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2007,385,1518,16256,183,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2008,557,1174,16866,198,FAOStat
Tea,SPECIAL,Mozambique,SUB_SAHARAN,2009,1023,1332,30000,170,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2000,600,0,19000,28,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2001,540,0,21300,31,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2002,744,307,22800,33,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2003,1310,548,22840,32,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2004,1987,392,24640,34,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2005,1624,612,25000,34,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2006,768,508,26000,35,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2007,1114,688,27700,36,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2008,1609,412,29000,37,FAOStat
Tea,SPECIAL,Myanmar,SOUTH_ASIA,2009,2392,729,30255,38,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2000,450,8215,74994,902,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2001,520,9265,84366,942,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2002,12,14692,87909,956,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2003,59,18000,150593,1272,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2004,335,12926,152704,1280,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2005,326,18567,154200,1285,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2006,255,29800,154197,1186,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2007,246,41731,158905,1220,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2008,1641,35941,161171,1150,FAOStat
Ginger,SPECIAL,Nepal,SOUTH_ASIA,2009,10698,26724,178987,1130,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2000,500,82,5085,58,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2001,600,70,6638,55,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2002,400,80,7518,60,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2003,406,2160,8198,64,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2004,210,3740,11651,77,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2005,160,5406,12500,78,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2006,149,3881,13043,81,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2007,143,9697,15168,92,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2008,269,9762,16160,92,FAOStat
Tea,SPECIAL,Nepal,SOUTH_ASIA,2009,229,9196,16208,96,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2000,12,1381,1400,40,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2001,8,1167,1484,41,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2002,4,1349,1499,41,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2003,10,801,1600,40,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2004,18,236,1677,41,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2005,14,514,1800,40,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2006,14,832,1972,41,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2007,12,376,2000,40,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2008,13,802,1850,41,FAOStat
Pepper,SPECIAL,Niger,SUB_SAHARAN,2009,13,802,1720,40,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2000,2,4326,98000,62,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2001,10,2310,104000,65,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2002,0,1586,105000,64,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2003,0,1860,110000,65,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2004,16,4853,117000,68,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2005,0,9589,125000,69,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2006,30,6873,134000,70,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2007,228,7211,162390,333,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2008,37,5909,175070,314,FAOStat
Ginger,SPECIAL,Nigeria,SUB_SAHARAN,2009,8,4256,168800,322,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2000,446,0,27,35,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2001,918,0,30,37,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2002,980,0,36,38,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2003,12323,0,47,39,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2004,43904,0,41,42,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2005,32701,0,50,45,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2006,48249,0,31,38,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2007,56881,121,57,47,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2008,60140,193,95,48,FAOStat
Ginger,SPECIAL,Pakistan,SOUTH_ASIA,2009,58177,284,111,41,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2000,295,74,135,75,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2001,227,23,75,75,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2002,263,0,113,75,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2003,259,0,120,75,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2004,289,0,161,74,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2005,278,0,235,75,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2006,229,0,141,74,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2007,239,0,145,74,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2008,327,0,151,75,FAOStat
Tea,SPECIAL,Panama,MIDDLE_AMERICA,2009,249,0,160,74,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2000,13,8500,6200,155,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2001,27,8800,6100,160,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2002,53,5200,6200,167,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2003,21,6600,6400,172,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2004,12,8100,6500,175,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2005,23,6900,6600,173,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2006,50,6600,6600,165,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2007,4,6400,6500,147,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2008,25,5937,6000,133,FAOStat
Tea,SPECIAL,Papua New Guinea,OCEANIA,2009,42,6250,6400,142,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2001,0,11,50,35,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2002,0,196,225,37,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2003,0,857,1000,41,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2004,2,866,1000,45,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2005,0,169,500,27,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2006,3,235,500,31,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2007,0,234,550,32,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2008,0,246,565,32,FAOStat
Vanilla,SPECIAL,Papua New Guinea,OCEANIA,2009,0,135,400,26,FAOStat
Ginger,SPECIAL,Peru,SOUTH_AMERICA,2007,2,261,280,700,FAOStat
Ginger,SPECIAL,Peru,SOUTH_AMERICA,2008,2,566,600,750,FAOStat
Ginger,SPECIAL,Peru,SOUTH_AMERICA,2009,2,775,800,800,FAOStat
Pepper,SPECIAL,Peru,SOUTH_AMERICA,2003,353,62,314,307,FAOStat
Pepper,SPECIAL,Peru,SOUTH_AMERICA,2004,354,168,368,309,FAOStat
Pepper,SPECIAL,Peru,SOUTH_AMERICA,2005,378,103,122,297,FAOStat
Pepper,SPECIAL,Peru,SOUTH_AMERICA,2006,405,213,402,309,FAOStat
Pepper,SPECIAL,Peru,SOUTH_AMERICA,2007,393,108,210,300,FAOStat
Pepper,SPECIAL,Peru,SOUTH_AMERICA,2008,768,12,309,238,FAOStat
Pepper,SPECIAL,Peru,SOUTH_AMERICA,2009,595,32,345,252,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2000,78,11,6259,246,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2001,267,48,6478,283,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2002,296,42,6349,277,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2003,346,8,5634,246,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2004,457,12,1548,68,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2005,456,7,4236,191,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2006,269,3,4820,219,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2007,374,2,3597,170,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2008,312,3,4009,181,FAOStat
Tea,SPECIAL,Peru,SOUTH_AMERICA,2009,356,3,3169,143,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2000,55,159,22679,632,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2001,64,102,23424,636,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2002,227,258,23022,631,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2003,600,2,22616,626,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2004,61,2646,24063,634,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2005,130,5561,24700,637,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2006,113,471,27261,691,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2007,337,14,27946,703,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2008,57,26,27538,701,FAOStat
Ginger,SPECIAL,Philippines,OCEANIA,2009,94,34,27415,694,FAOStat
Pepper,SPECIAL,Philippines,OCEANIA,2004,2135,14,4547,241,FAOStat
Pepper,SPECIAL,Philippines,OCEANIA,2005,2744,18,4418,237,FAOStat
Pepper,SPECIAL,Philippines,OCEANIA,2006,1937,20,3678,197,FAOStat
Pepper,SPECIAL,Philippines,OCEANIA,2007,2301,22,3270,178,FAOStat
Pepper,SPECIAL,Philippines,OCEANIA,2008,3461,130,3426,182,FAOStat
Pepper,SPECIAL,Philippines,OCEANIA,2009,2902,92,3432,183,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2000,372,28,84,210,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2001,256,27,86,215,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2002,588,51,105,300,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2003,364,29,116,322,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2004,612,44,125,347,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2005,651,30,112,311,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2006,782,62,115,287,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2007,757,66,125,312,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2008,1066,72,125,312,FAOStat
Tea,SPECIAL,Portugal,EUROPE,2009,952,86,125,312,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2000,6805,3,3277,197,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2001,19021,82,4110,213,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2002,15077,37,5970,220,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2003,11332,40,3840,224,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2004,11297,2,3570,214,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2005,11772,52,5760,254,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2006,5739,29,4615,257,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2007,11804,15,5750,269,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2008,5298,5,3560,273,FAOStat
Ginger,SPECIAL,Republic of Korea,EAST_ASIA,2009,9281,0,3250,254,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2000,410,371,1434,121,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2001,390,867,1351,74,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2002,431,1380,1477,106,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2003,482,1612,1500,107,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2004,673,2046,1500,107,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2005,850,1481,1400,107,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2006,891,1541,1400,107,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2007,736,814,1300,108,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2008,450,637,2200,110,FAOStat
Tea,SPECIAL,Republic of Korea,EAST_ASIA,2009,448,1204,2400,114,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2000,158393,2113,1520,101,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2001,154448,907,1240,82,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2002,165313,1766,1290,86,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2003,168894,2959,870,58,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2004,172145,5817,1240,88,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2005,179578,6686,1260,90,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2006,172860,8525,1150,82,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2007,181627,10298,630,45,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2008,181859,11464,820,58,FAOStat
Tea,SPECIAL,Russian Federation,RUSSIA,2009,182149,9713,630,48,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2000,0,0,1000,454,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2001,0,0,1200,444,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2002,0,0,1400,451,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2003,0,0,1600,444,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2004,0,0,1800,450,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2005,0,0,2000,444,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2006,0,6,2200,448,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2007,0,0,2400,452,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2008,0,1,2600,450,FAOStat
Pepper,SPECIAL,Rwanda,SUB_SAHARAN,2009,12,18,446,76,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2000,0,11814,14481,117,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2001,0,17900,17815,138,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2002,0,14658,14893,119,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2003,0,15170,15484,123,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2004,4,1102,14493,123,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2005,11,16661,16458,123,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2006,48,16849,16976,144,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2007,57,20056,20474,175,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2008,96,20042,19965,167,FAOStat
Tea,SPECIAL,Rwanda,SUB_SAHARAN,2009,122,20624,20535,164,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2000,1,0,3,23,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2001,1,0,7,46,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2002,2,0,8,53,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2003,2,0,8,53,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2004,4,0,7,46,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2005,18,0,7,46,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2006,18,0,10,66,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2007,30,0,10,66,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2008,26,0,10,66,FAOStat
Pepper,SPECIAL,Samoa,OCEANIA,2009,3,0,12,70,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2000,9,217,300,10,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2001,0,194,305,10,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2002,0,205,310,10,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2003,1,150,200,8,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2004,0,78,150,7,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2005,0,73,120,6,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2006,1,127,100,6,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2007,1,43,63,6,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2008,1,60,94,6,FAOStat
Cinnamon,SPECIAL,Seychelles,SUB_SAHARAN,2009,1,27,63,6,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2000,54,0,246,54,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2001,52,0,231,49,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2002,78,0,222,44,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2003,35,0,261,52,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2004,54,0,214,47,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2005,38,0,219,47,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2006,42,0,189,48,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2007,76,2,222,48,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2008,88,2,137,47,FAOStat
Tea,SPECIAL,Seychelles,SUB_SAHARAN,2009,119,2,63,46,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2000,14687,10111,12514,183,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2001,15702,6450,12671,180,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2002,17460,10922,12500,201,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2003,16578,7617,12143,229,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2004,17884,5701,4279,194,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2005,19628,2231,21780,375,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2006,22118,3505,3328,175,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2007,20576,5137,4200,210,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2008,21095,9284,3290,155,FAOStat
Tea,SPECIAL,South Africa,SUB_SAHARAN,2009,27318,5431,1743,116,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2000,13,10109,12320,49,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2001,5,10444,12620,51,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2002,34,10837,12920,52,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2003,0,11025,13020,49,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2004,33,11396,12810,51,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2005,7,12367,13380,51,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2006,6,12456,12990,50,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2007,17,12686,13360,51,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2008,73,12273,13430,50,FAOStat
Cinnamon,SPECIAL,Sri Lanka,SOUTH_ASIA,2009,21,12110,14600,51,FAOStat
Ginger,SPECIAL,Sri Lanka,SOUTH_ASIA,2000,226,10,5480,367,FAOStat
Ginger,SPECIAL,Sri Lanka,SOUTH_ASIA,2001,581,9,4650,384,FAOStat
Ginger,SPECIAL,Sri Lanka,SOUTH_ASIA,2002,2059,6,5080,393,FAOStat
